anchor,positive,negative
01801,01327,00638
04396,02268,02725
04950,00254,00263
00342,02943,03978
02902,00883,04511
00362,03929,02529
01976,01219,02384
00164,01463,03843
00042,00828,00164
00413,00516,01108
02884,01120,02193
01362,04661,03795
02194,04091,00891
04046,00709,04294
04313,02292,02810
04330,04496,04936
04879,00775,04683
03196,04465,01469
00934,02297,00003
00414,03635,03241
03713,02285,01456
02242,03380,00615
01260,03820,04494
03588,03863,00866
01305,02447,00740
04558,03080,04645
03353,02779,02332
00897,04152,03650
04245,00883,00844
03489,00510,00846
00402,04808,01202
03714,01736,02453
02292,02877,00930
04806,04925,01706
00758,01165,04329
02983,03179,04855
04402,03978,04832
04117,00657,00840
02964,03663,02927
03647,00834,02371
03192,02154,00892
03624,04839,03690
00157,02916,01868
01511,02912,02711
02662,00681,04981
01120,04469,03799
02252,03800,02867
04246,01926,02145
02529,04474,02162
01332,03883,03893
03243,04442,01984
04283,04535,04219
02311,02497,03646
04952,01777,03706
02556,01560,00399
03704,02273,01575
03646,00147,04512
00830,00620,03172
04226,02982,01448
00717,00752,03216
04227,01960,00621
01343,02666,00352
00528,03207,02564
04562,03033,01113
02469,02421,02721
03924,02314,00712
01718,03582,00670
01181,00063,02373
04651,00963,02785
03288,02711,03285
04684,00221,03241
01406,00992,02062
03848,04427,02312
02960,00068,02315
00177,01757,03972
01342,04441,01729
02322,01335,03747
04350,01112,00475
02913,04538,02545
01865,01477,01770
02785,00302,02559
02189,02526,00456
03714,04092,02356
00819,01463,04211
00010,04022,03171
02805,04861,01015
02292,01544,03816
01129,03392,03019
04908,00267,02340
02050,03791,03831
02959,04397,02272
00024,00737,02674
02941,03523,02363
03808,02579,00530
01260,03820,01160
02001,02104,03920
04801,02545,00231
03757,00045,00263
00450,00907,01505
00739,01805,01782
00057,00204,00209
02687,00655,01231
01746,02881,02049
04278,00911,02883
03599,04761,00813
03647,04845,02677
02358,03417,01234
02601,01206,02503
01637,00193,02518
03101,03293,01641
01999,02457,01585
02594,00356,01490
00613,04285,00290
00830,01143,04774
00956,00632,03099
03954,00379,03319
00067,04296,04978
02283,02472,02968
04979,02697,03633
04483,00005,00147
02812,04133,01733
03613,03576,01417
01633,02407,03553
02265,04736,04636
01238,02305,01230
02602,03433,02785
04795,01338,04546
02626,01255,03463
02456,00012,04172
04175,00144,02965
02391,04706,03116
00539,03092,03093
02054,04569,04139
02348,00821,03263
03183,02365,00691
03076,02151,02334
02549,01275,01660
02247,02536,01215
04433,04125,03518
04988,00883,02474
02325,01002,04762
02254,02785,00654
02122,02934,04362
04157,04396,00863
00711,01466,01413
01167,04376,04224
01039,01327,01895
01078,02237,02796
02032,04481,00133
03541,03176,01485
04441,01653,00089
00493,01067,01743
03015,03122,03581
02812,04133,02080
00635,02978,04597
02059,00738,01725
02967,00797,02265
03003,00240,01712
02247,02536,03472
01617,00926,00005
00551,04812,01853
04355,01942,00445
02527,03339,03938
02485,01739,04838
01371,00645,04018
00640,01017,03747
04733,01667,01615
00564,02952,02548
03775,00472,04121
04903,01561,04751
04641,04285,00179
03860,00781,03260
04803,01476,02404
01182,01744,02913
02996,03874,01314
00464,00084,04885
00613,04776,01307
03695,03619,00144
01775,01680,02186
00711,01666,00817
03817,02233,04378
01446,03497,04963
02433,00636,00861
01956,03234,04103
02461,03241,00860
00408,01988,00910
02254,03570,00654
01796,04272,02427
03288,04503,04758
04707,03082,00817
00135,03381,01397
01854,03533,03136
00699,01560,00757
00736,03560,04811
01252,04995,04960
04285,02663,03136
01297,01872,03338
01863,01934,03117
00834,04224,03399
01633,03012,02393
01871,00179,00609
04011,01327,02219
01633,01281,01259
04631,00302,00580
03196,03289,00150
01399,00419,03949
02699,01953,00254
00473,04752,00684
04803,02307,02912
03292,03339,03658
01615,02447,00615
03316,01403,01709
02983,03585,03925
00466,03847,04956
03124,03594,02255
03688,02211,02088
04986,03163,04767
03784,00545,00849
01971,04454,00223
00663,03116,02175
00857,01099,04246
03316,00596,00599
03498,04044,04806
03344,04152,03073
04912,02638,01764
00246,03082,04722
02072,04590,01529
02399,04259,04716
00338,02780,02805
01675,02571,04306
00353,03650,03616
02374,00526,00399
00801,00522,04609
00132,03624,03558
02358,01182,00010
00094,04839,03886
00902,02224,00078
04750,03162,00839
02517,04847,01181
01516,04806,00244
00949,04792,01073
01836,04259,03546
00402,04725,02162
01443,04934,00240
00740,03064,02716
03970,01545,04745
02408,04076,03905
02084,04977,02940
04918,03646,02732
01049,00323,03466
00921,03321,01305
04157,04396,01461
01021,04301,04005
01233,01864,02783
00144,02122,04808
02507,00791,02312
01516,02688,04305
01647,00373,04065
00270,03659,04499
02167,04183,03599
00897,04152,03110
02323,01729,03651
01650,01370,01888
01969,02200,02540
02439,02370,01632
02511,04842,04520
01820,00755,01819
02964,02894,02582
01908,04547,00218
02259,03756,04762
01138,01239,00720
01091,00681,01619
02469,00788,03410
04249,00837,02219
03312,04092,02200
01483,01683,04724
00825,02433,01489
04640,04085,00042
01166,02018,02887
03286,01774,02485
03230,01146,03244
01049,00362,02825
04581,01250,04191
03444,04943,03096
03330,04571,02238
00862,02051,01945
01033,03609,02861
01441,04247,01361
02890,04330,01757
03886,00096,02155
02896,03923,02474
03203,01731,03811
03480,04511,00470
02469,00788,04775
01743,02705,02458
01868,04095,00063
00739,03765,00710
04923,02983,00928
01573,04175,03268
03592,00136,00737
04317,00695,01745
03876,00681,02103
04923,01807,04111
01886,04841,02102
02541,00443,03493
04337,03986,04137
01226,00232,00166
02252,03415,02619
00556,03188,04730
01406,02476,02038
04105,03809,00751
02485,00227,04660
01755,02511,01313
03408,01574,04647
04176,03634,02417
03614,02256,01331
01067,00334,04483
03425,00678,03798
01380,04076,04597
00854,01853,04811
01682,00973,01835
01129,01342,00333
03422,01159,03101
03292,01762,02479
00297,02497,03832
02296,02492,03263
02215,04157,04724
04208,04474,01464
01189,01937,01725
04685,00691,02856
04345,04342,01422
01817,01176,01214
02335,00312,01429
01688,02495,01867
03414,04047,04264
02662,00343,01307
03363,04913,00368
02606,00138,00840
00362,03136,01694
03830,04214,01481
04306,00901,04707
02899,01929,00072
03344,04294,01210
00587,00438,02911
02819,01006,03638
00733,02261,03588
04175,00144,02433
02907,01925,03859
00275,02399,03510
03956,00366,02753
02502,02010,00274
00794,03970,01725
02392,01787,01561
00601,01232,04503
04965,02943,02015
04306,04531,00370
03041,03615,01511
02221,00996,02336
03136,04865,04378
01653,03733,01103
04137,01469,02617
03244,03914,00137
02311,02497,04738
02338,04803,04960
00602,02199,02636
01982,00973,01449
03134,04507,00831
01331,04043,04801
02307,01574,00284
03613,04263,03522
03391,01500,03599
01225,01157,04651
01989,01482,01259
02338,00347,01883
00049,01830,02358
02123,03653,01515
04361,00758,02579
04255,00030,00686
04406,01819,00934
03415,01967,04869
03077,00860,01718
03467,04358,03824
04051,00673,01130
01895,04485,03036
00906,03075,00000
04054,03725,04723
03931,00668,01098
01129,01616,02544
02715,04272,04944
00857,02549,02233
04319,02264,04508
00720,02910,03205
00905,00791,04713
03314,03726,04648
04882,00308,04594
03120,03059,02589
01320,00211,02112
02747,02099,04098
01866,00775,03587
02644,04158,02151
04453,04522,01608
02710,00226,03648
03818,03851,02900
01895,00045,00061
03040,02605,00161
02319,00197,04477
04817,02117,03329
01872,04088,02351
03414,01716,03301
01176,00441,03704
02499,04286,01302
04157,03846,01329
01120,04469,01646
02800,00522,03499
02181,01406,00110
03323,02830,00708
01135,00679,00931
00802,01714,01265
00757,04296,01434
00283,01820,03341
03560,04649,03337
04389,04903,01595
01883,00246,00300
04998,04931,00984
00934,04537,04947
01146,01383,04949
03503,04652,01349
04117,03396,03344
00926,03755,02685
00285,02740,04941
02099,01969,04963
00127,02544,01494
03944,04839,04278
02876,04720,00248
02189,02526,01185
03627,01192,02218
01308,04783,01645
04313,03657,03089
00613,01699,03740
00505,03057,01073
01225,02475,03025
04977,02352,04523
02601,02846,04435
01637,00193,01209
00687,03769,00533
03973,04311,04495
03316,01403,04274
03571,00804,01793
00872,04103,01384
01320,02395,04813
02032,03239,00133
00226,01811,01126
01397,00157,02860
02870,01942,02639
00473,04752,00564
01656,00358,03695
01637,00230,02172
01827,01561,01897
01190,02586,04911
04591,00264,03175
02296,04954,03263
00874,04737,01081
04868,01575,02995
01890,04018,00427
03715,00305,02558
01551,01598,02988
01393,01962,04448
02338,03421,04096
01896,02015,01989
04588,02159,04612
02099,01969,00238
00438,00129,04642
02880,02205,00844
03321,00931,04738
00797,04581,01724
01706,04047,03929
00521,02247,03566
01226,00232,01197
02165,01544,03410
04289,00566,03137
04547,03891,00708
03248,03651,03619
04337,03319,02417
00912,03163,02632
04525,04839,04986
02893,02896,02800
01548,00859,00454
03430,02362,04941
03061,00625,03594
02564,01586,04090
00717,03680,03248
01927,02475,03061
02483,03006,04188
01426,00188,02335
02616,02986,01621
00399,00532,03755
03265,04868,00607
01037,00314,01639
04255,02346,04512
00968,03687,00778
01439,04913,03739
04388,03014,00587
00938,00139,01538
00613,03707,01037
00312,02829,00535
03406,02219,04665
00610,01806,01768
00164,01463,03128
02038,03368,01189
03867,02685,04802
03179,03891,02688
04792,04246,02405
03354,03730,01574
01816,04433,00375
04935,00411,00861
01397,04918,03734
01242,03036,00599
02983,02705,04910
01749,01215,00366
02948,01926,04046
00909,03304,02075
03932,04940,04208
03220,00024,00609
00067,00551,00663
03207,03163,02328
01286,03359,01110
00128,01600,00474
04954,01220,04668
00914,00174,01405
01781,02163,04590
03255,04844,02205
02197,00036,01768
00046,02754,00350
00788,03639,00862
02262,03561,00487
01516,04806,01204
02686,04722,00226
00409,00516,02175
02579,00860,04603
01855,04906,04494
00663,03142,03206
02654,01628,03942
02692,02566,04227
03499,00858,01740
02348,01020,03709
01167,01583,01514
04789,04314,01193
04791,04547,02325
02198,01559,02821
01667,04325,01946
02998,02643,02503
04362,00713,04249
00815,00570,04704
01114,00942,01548
00056,03775,01207
04112,02754,03181
04358,03408,01807
02762,01058,03874
02458,00699,03072
01051,03739,00782
01412,01284,04611
02015,04792,00381
00273,01076,00337
01514,01451,00373
03558,01022,04937
00593,01752,00739
04590,02977,02454
03374,04516,04832
01136,00325,04558
02188,03999,01595
03239,03897,00108
04939,02068,02601
03924,00161,00712
03591,01882,03345
01146,01383,04437
04106,02879,03376
00854,01853,00989
03973,01147,02899
00776,01706,01950
04013,03984,04704
00593,00032,04689
00493,04990,04755
01039,04825,04401
01006,01264,03669
00367,04127,00091
02235,04678,00625
02672,04362,03507
03944,04028,03875
04011,04790,04864
01286,02440,00243
02899,02576,00260
00080,03692,02521
04640,00297,04980
01427,04458,02441
03661,01612,01382
00880,01818,01939
02741,01152,02802
04564,01581,04812
03041,03615,02575
02330,04897,03108
03524,03808,04648
03414,04047,04323
01678,00297,01796
02517,02771,03474
02032,02026,03419
00757,04820,00010
03790,03528,03926
00621,00151,03749
04516,02845,04668
04678,03014,04937
02657,01718,01302
02589,01403,02982
01614,03740,01399
02285,00809,00907
03645,00248,01919
01406,01813,02038
01845,02028,02456
01027,04666,02709
04263,02772,04172
01193,02407,00028
03867,01433,03796
02057,04531,04577
03081,02308,04388
04772,02102,04088
00005,02546,00499
00743,01399,02874
04050,00292,04405
03584,04492,01800
04371,03458,01895
00136,00480,02291
04106,00900,04790
01971,04454,01827
03356,04755,02290
02544,04004,02599
04524,03881,02217
03223,00870,04022
02699,03690,04799
02657,02575,04601
01214,01503,04399
02589,01403,02348
01219,04354,01633
01472,02621,03291
04576,02430,01454
02021,03688,01771
02507,00791,04344
03224,01969,00717
00534,00771,00164
02518,03026,02387
04224,04250,04637
04082,04817,01603
03288,02711,04612
03537,03931,03109
04950,00032,00989
04539,01113,03301
02527,01709,04399
00830,01143,04283
02218,02246,01181
01051,04680,02899
00027,03631,01301
01382,01152,02748
01093,03767,03383
04632,03474,00635
01011,00995,04337
04952,01777,04549
04865,00452,03169
04008,00366,03031
03417,02662,03734
03049,03278,02289
02032,03100,02819
04562,00371,01281
00101,02548,02452
01170,03565,02771
03648,04516,03241
00414,02046,03263
00139,00233,04600
02884,04427,03595
00534,00771,03592
01757,04831,02589
04803,03083,03283
02751,02620,02728
04172,04588,00768
03303,03417,03580
00312,02829,01602
03152,01685,02677
01585,02049,04549
00668,03926,02803
00148,03619,02974
02489,01349,00304
01149,04066,02954
04656,04044,00007
03886,00096,04639
00616,02916,03725
02223,00036,01250
00013,04774,04973
00992,01230,00517
01912,03333,04405
04827,03614,04940
01371,03114,02301
03164,02420,00929
02294,01746,03075
02422,00435,04742
00256,01444,04610
01434,01006,02711
02902,02497,04471
03488,04612,04915
03380,00706,02085
02867,00620,02858
03291,01180,04072
03338,03321,01721
00752,03139,00462
02408,01882,03709
03706,04446,01926
01159,02021,02714
02836,02057,03491
04738,03318,01020
02870,01603,03548
00458,00408,01172
03207,03163,02814
01653,02468,02566
02972,01092,01433
04085,00550,01231
02902,00883,02716
04372,03496,00728
00746,03756,04807
02198,01685,04327
04243,02465,01180
00076,01566,01474
01725,01013,01865
00251,03309,00329
03243,03321,00455
04354,01990,03979
01908,02656,00218
00444,03976,03800
02169,02925,02307
02187,04296,01725
02331,01678,00881
02574,02961,02923
03734,02834,00366
02085,03801,00550
01633,02407,00884
04630,02782,04297
02548,03169,00020
01075,04068,04237
02951,00013,01820
01383,00149,02580
04137,00987,01544
02305,00374,03639
04207,01912,03815
02505,01274,03432
00098,00145,03981
02163,04000,00654
03776,02459,01393
02456,03425,04643
02194,00034,03458
01235,02679,03533
01514,01451,03533
01113,02293,03543
02473,03322,01511
00026,01622,04317
01412,04879,04511
01303,04788,00442
04413,04285,02197
02745,00135,00379
01371,02611,00880
00226,01811,04409
04031,02859,01964
03809,01600,03914
03794,00810,01401
01107,04863,03125
01654,00989,02415
02960,00135,00246
02066,01785,02695
04096,01110,04140
01412,01796,04611
04045,01789,01453
00809,02487,02140
00507,01503,00544
03663,00909,01647
01342,03061,03116
04748,00499,00581
04170,00887,03873
00486,01321,04907
03241,04523,01460
03880,04745,01332
04362,00379,02850
04354,00374,00490
01791,03192,00057
01192,01643,00290
00559,00331,04342
02601,00525,01406
04500,02548,03850
04842,01321,02503
03179,03891,04156
04548,00170,00699
00235,00056,00626
02439,04045,01636
00067,01636,04978
01312,04703,00587
04809,03669,00517
03388,03141,04691
00546,04728,00511
00613,01699,00846
03873,02927,01264
02579,03573,01509
00700,03817,00422
03077,03171,04325
04156,00260,03086
00861,02556,04495
04391,02018,00111
04795,00043,03865
00959,02148,04804
03682,03819,01440
03229,00815,00164
02205,00433,00398
03650,00164,04792
